Jawaban,Produk,Fitur,Bahan
"[3, 4, 4, 3, 3, 2, 4, 1, 4, 2, 2, 2, 1, 2]","Sunscreen, Essence","Balanced Hydration, Protective","Allantoin, Niacinamide, Water, Cica"
"[4, 2, 3, 3, 4, 2, 2, 4, 4, 1, 3, 3, 2, 3]","Sunscreen, Booster","Balancing, Custom Care","Panthenol, Niacinamide, Allantoin, Glycol"
"[3, 4, 1, 2, 2, 4, 3, 4, 2, 2, 4, 3, 1, 1]","Sunscreen, Booster","Oil Control, Custom Care","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[3, 1, 2, 3, 1, 1, 4, 3, 3, 3, 2, 2, 2, 4]","Sunscreen, Essence","Balancing, Custom Care","Allantoin, Panthenol, Water, Niacinamide"
"[2, 4, 4, 3, 2, 4, 2, 2, 4, 2, 4, 3, 4, 3]","Sunscreen, Cleanser","Pore Care, Balancing","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[2, 1, 4, 4, 3, 3, 3, 1, 4, 3, 2, 3, 1, 1]","Sunscreen, Serum","Pore Care, Protective","Allantoin, Niacinamide, Ceramide, Salicylic Acid"
"[4, 1, 1, 2, 4, 3, 2, 1, 3, 3, 4, 2, 4, 1]","Sunscreen, Serum","Balancing, Acne Free","Panthenol, Salicylic Acid, Ceramide, Allantoin"
"[2, 4, 4, 4, 3, 2, 2, 1, 1, 3, 1, 2, 2, 1]","Sunscreen, Cleanser","Pore Care, Balancing","Salicylic Acid, Niacinamide, Panthenol, Ceramide"
"[2, 3, 3, 2, 1, 2, 2, 1, 4, 1, 4, 1, 1, 4]","Cleanser, Calming Mask","Calming, Oil Control","Allantoin, Salicylic Acid, Niacinamide, Cica"
"[2, 4, 2, 2, 2, 3, 2, 4, 3, 3, 3, 2, 3, 2]","Sunscreen, Cleanser","Pore Care, Acne Free","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[2, 1, 4, 4, 4, 2, 1, 3, 4, 2, 1, 1, 2, 4]","Sunscreen, Cleanser","Balancing, Pore Care","Niacinamide, Panthenol, Salicylic Acid, Ceramide"
"[1, 1, 2, 2, 2, 2, 3, 1, 2, 1, 3, 3, 2, 1]","Sunscreen, Moisturizer","Oil Control, Hydrating","Niacinamide, Glycerin, Ceramide, Salicylic Acid"
"[3, 2, 2, 1, 3, 1, 4, 3, 4, 1, 2, 4, 2, 4]","Sunscreen, Essence","UV Protection, Protective","Allantoin, Panthenol, Water, Niacinamide"
"[1, 3, 4, 4, 3, 4, 3, 2, 1, 4, 1, 4, 1, 3]","Moisturizer, Serum","Protective, Hydrating","Panthenol, Ceramide, Allantoin, Glycerin"
"[2, 4, 1, 2, 1, 3, 2, 2, 3, 4, 4, 4, 2, 3]","Cleanser, Sunscreen","Protective, Pore Care","Salicylic Acid, Niacinamide, Panthenol, Allantoin"
"[4, 2, 4, 2, 4, 2, 2, 3, 3, 3, 4, 2, 4, 2]","Sunscreen, Serum","Balancing, Oil Control","Panthenol, Salicylic Acid, Niacinamide, Allantoin"
"[4, 2, 3, 2, 2, 3, 1, 2, 3, 3, 2, 3, 3, 4]","Serum, Sunscreen","Soothing, Balancing","Panthenol, Niacinamide, Glycol, Salicylic Acid"
"[1, 2, 4, 4, 3, 2, 3, 4, 4, 2, 2, 3, 2, 4]","Sunscreen, Serum","Balancing, Protective","Panthenol, Niacinamide, Ceramide, Salicylic Acid"
"[1, 4, 1, 3, 4, 4, 2, 3, 2, 2, 1, 4, 3, 3]","Sunscreen, Booster","Protective, Acne Free","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[1, 2, 4, 1, 4, 3, 4, 2, 4, 3, 2, 2, 2, 2]","Booster, Sunscreen","Hydrating, Custom Care","Panthenol, Allantoin, Glycerin, Ceramide"
"[3, 2, 2, 3, 1, 3, 4, 4, 1, 4, 3, 3, 2, 2]","Sunscreen, Booster","Balanced Hydration, Balancing","Allantoin, Niacinamide, Panthenol, Water"
"[1, 3, 3, 2, 1, 1, 3, 1, 1, 3, 2, 3, 2, 2]","Sunscreen, Moisturizer","Hydrating, Balanced","Allantoin, Cica, Glycerin, Ceramide"
"[1, 2, 3, 4, 4, 3, 2, 4, 2, 4, 2, 2, 1, 1]","Moisturizer, Serum","Hydrating, Acne Prevention","Ceramide, Panthenol, Salicylic Acid, Cica"
"[3, 4, 4, 3, 1, 4, 1, 4, 2, 1, 1, 3, 1, 4]","Sunscreen, Calming Mask","Balancing, Calming","Allantoin, Panthenol, Niacinamide, Salicylic Acid"
"[3, 4, 4, 4, 3, 2, 2, 3, 1, 1, 2, 1, 2, 2]","Sunscreen, Essence","Balanced Hydration, Balancing","Niacinamide, Allantoin, Salicylic Acid, Ceramide"
"[2, 2, 2, 1, 2, 3, 4, 2, 4, 3, 2, 4, 2, 1]","Sunscreen, Spot Treatment","Soothing, Pore Care","Panthenol, Allantoin, Salicylic Acid, Niacinamide"
"[1, 3, 2, 2, 4, 2, 1, 1, 3, 3, 1, 1, 3, 4]","Moisturizer, Sunscreen","Balanced, Acne Free","Niacinamide, Allantoin, Panthenol, Glycerin"
"[1, 4, 2, 1, 1, 4, 2, 3, 3, 2, 2, 3, 2, 3]","Sunscreen, Booster","Hydrating, Acne Free","Niacinamide, Panthenol, Glycerin, Salicylic Acid"
"[3, 2, 3, 4, 2, 1, 1, 1, 4, 1, 1, 4, 2, 3]","Sunscreen, Serum","UV Protection, Balancing","Allantoin, Panthenol, Water, Cica"
"[2, 3, 2, 3, 2, 4, 3, 3, 3, 2, 4, 2, 3, 3]","Sunscreen, Serum","Balanced, Balancing","Niacinamide, Panthenol, Allantoin, Retinol"
"[1, 1, 4, 1, 2, 2, 2, 3, 4, 3, 1, 1, 1, 2]","Sunscreen, Cleanser","Hydrating, Acne Free","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[2, 2, 2, 3, 4, 2, 2, 4, 1, 4, 1, 2, 4, 3]","Sunscreen, Cleanser","Pore Care, Acne Free","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[4, 3, 2, 4, 2, 2, 2, 3, 2, 4, 1, 4, 2, 2]","Sunscreen, Serum","Balancing, Balanced","Panthenol, Niacinamide, Allantoin, Salicylic Acid"
"[4, 4, 1, 1, 2, 3, 2, 1, 1, 1, 1, 1, 3, 1]","Sunscreen, Serum","Acne Free, Hydrating","Panthenol, Salicylic Acid, Niacinamide, Glycerin"
"[2, 1, 1, 4, 1, 4, 2, 4, 3, 3, 1, 2, 3, 2]","Sunscreen, Cleanser","Custom Care, Pore Care","Panthenol, Salicylic Acid, Niacinamide, Cica"
"[4, 1, 4, 3, 4, 4, 1, 2, 4, 3, 1, 4, 2, 2]","Sunscreen, Booster","Balancing, Custom Care","Panthenol, Allantoin, Water, Glycol"
"[1, 1, 2, 1, 2, 3, 2, 4, 2, 2, 2, 3, 1, 2]","Sunscreen, Essence","Hydrating, Acne Free","Niacinamide, Panthenol, Allantoin, Glycerin"
"[2, 1, 2, 1, 4, 2, 4, 3, 1, 3, 3, 1, 4, 2]","Sunscreen, Cleanser","Pore Care, Acne Free","Niacinamide, Panthenol, Allantoin, Salicylic Acid"
"[3, 4, 1, 4, 3, 3, 4, 3, 2, 2, 4, 3, 1, 1]","Sunscreen, Essence","Protective, Balancing","Niacinamide, Ceramide, Salicylic Acid, Panthenol"
"[1, 2, 1, 1, 3, 2, 3, 2, 4, 3, 2, 1, 2, 1]","Sunscreen, Moisturizer","Hydrating, Acne Free","Glycerin, Salicylic Acid, Panthenol, Niacinamide"
"[2, 2, 4, 2, 3, 4, 3, 3, 3, 3, 1, 3, 4, 2]","Sunscreen, Cleanser","Pore Care, Custom Care","Niacinamide, Salicylic Acid, Allantoin, Panthenol"
"[3, 4, 4, 3, 2, 2, 2, 3, 4, 3, 2, 4, 4, 2]","Sunscreen, Essence","Balanced Hydration, Soothing","Allantoin, Water, Niacinamide, Salicylic Acid"
"[3, 1, 1, 4, 1, 2, 4, 3, 3, 3, 4, 3, 3, 2]","Sunscreen, Serum","Balanced, Balanced Hydration","Niacinamide, Allantoin, Panthenol, Ceramide"
"[1, 2, 1, 3, 2, 3, 3, 1, 3, 1, 1, 2, 3, 2]","Sunscreen, Serum","Hydrating, Pore Care","Allantoin, Panthenol, Cica, Ceramide"
"[4, 1, 3, 4, 4, 2, 2, 3, 4, 4, 4, 3, 2, 1]","Sunscreen, Serum","Balancing, Balanced","Panthenol, Niacinamide, Ceramide, Glycol"
"[4, 4, 4, 3, 2, 2, 4, 3, 3, 1, 4, 2, 1, 2]","Sunscreen, Serum","Balancing, Custom Care","Panthenol, Allantoin, Niacinamide, Salicylic Acid"
"[3, 1, 4, 3, 3, 2, 3, 3, 2, 3, 2, 3, 3, 1]","Sunscreen, Essence","Balanced, Oil Control","Niacinamide, Allantoin, Water, Salicylic Acid"
"[2, 1, 2, 1, 3, 4, 1, 4, 3, 1, 2, 4, 2, 1]","Sunscreen, Booster","Custom Care, Pore Care","Niacinamide, Panthenol, Glycerin, Allantoin"
"[2, 4, 1, 4, 2, 1, 4, 3, 3, 2, 1, 1, 2, 3]","Sunscreen, Serum","Pore Care, Acne Free","Niacinamide, Panthenol, Salicylic Acid, Ceramide"
"[1, 2, 2, 1, 3, 3, 3, 1, 1, 2, 1, 1, 1, 4]","Calming Mask, Moisturizer","Hydrating, Protective","Niacinamide, Glycerin, Ceramide, Panthenol"
"[1, 1, 4, 1, 2, 4, 4, 2, 4, 4, 2, 1, 4, 4]","Serum, Booster","Soothing, Hydrating","Panthenol, Allantoin, Glycerin, Niacinamide"
"[4, 2, 4, 2, 4, 1, 2, 1, 2, 2, 2, 1, 1, 1]","Cleanser, Sunscreen","Oil Control, Acne Free","Salicylic Acid, Niacinamide, Allantoin, Panthenol"
"[4, 2, 4, 3, 1, 3, 2, 4, 3, 1, 3, 2, 2, 3]","Sunscreen, Serum","Balancing, Protective","Panthenol, Salicylic Acid, Allantoin, Glycol"
"[2, 3, 3, 4, 4, 2, 2, 3, 4, 1, 4, 3, 1, 3]","Sunscreen, Cleanser","Balanced, Balancing","Niacinamide, Allantoin, Panthenol, Salicylic Acid"
"[4, 3, 3, 3, 3, 3, 3, 3, 4, 1, 3, 3, 2, 3]","Sunscreen, Serum","Balanced, Balancing","Niacinamide, Allantoin, Panthenol, Water"
"[2, 2, 4, 1, 2, 4, 1, 2, 4, 3, 4, 3, 1, 4]","Serum, Sunscreen","Pore Care, Soothing","Panthenol, Salicylic Acid, Allantoin, Niacinamide"
"[3, 3, 4, 4, 1, 2, 1, 2, 2, 2, 4, 3, 4, 1]","Sunscreen, Moisturizer","Balanced, Balancing","Allantoin, Niacinamide, Ceramide, Panthenol"
"[4, 1, 1, 3, 2, 4, 1, 2, 4, 4, 4, 3, 4, 4]","Sunscreen, Serum","Balancing, Soothing","Panthenol, Allantoin, Glycol, Niacinamide"
"[1, 1, 3, 3, 3, 3, 2, 3, 1, 3, 2, 1, 2, 4]","Sunscreen, Moisturizer","Balancing, Hydrating","Niacinamide, Ceramide, Allantoin, Glycerin"
"[4, 4, 2, 3, 3, 4, 2, 4, 2, 4, 3, 3, 4, 3]","Sunscreen, Booster","Balancing, Acne Free","Niacinamide, Panthenol, Salicylic Acid, Glycol"
"[4, 3, 2, 4, 1, 1, 1, 1, 4, 3, 4, 2, 3, 3]","Sunscreen, Serum","Balancing, Balanced","Allantoin, Panthenol, Niacinamide, Cica"
"[3, 4, 1, 4, 4, 4, 3, 3, 4, 1, 2, 4, 2, 1]","Sunscreen, Booster","Balancing, Custom Care","Allantoin, Panthenol, Water, Niacinamide"
"[4, 3, 1, 2, 3, 1, 2, 2, 4, 4, 3, 4, 1, 2]","Sunscreen, Serum","Balanced, Acne Free","Allantoin, Salicylic Acid, Niacinamide, Panthenol"
"[3, 2, 3, 4, 4, 3, 4, 4, 4, 3, 3, 1, 2, 1]","Booster, Sunscreen","Custom Care, Balancing","Panthenol, Allantoin, Ceramide, Water"
"[3, 2, 1, 4, 2, 4, 1, 4, 1, 4, 4, 1, 2, 2]","Booster, Sunscreen","Balancing, Balanced Hydration","Panthenol, Salicylic Acid, Ceramide, Allantoin"
"[3, 2, 4, 3, 3, 4, 1, 3, 4, 4, 3, 4, 3, 2]","Sunscreen, Essence","Balanced, Balanced Hydration","Allantoin, Niacinamide, Water, Salicylic Acid"
"[3, 4, 4, 4, 1, 3, 2, 3, 4, 3, 2, 1, 2, 4]","Essence, Sunscreen","Balancing, Acne Free","Allantoin, Salicylic Acid, Niacinamide, Panthenol"
"[4, 3, 2, 1, 1, 1, 2, 1, 4, 1, 2, 3, 4, 3]","Sunscreen, Calming Mask","UV Protection, Balanced","Allantoin, Niacinamide, Panthenol, Cica"
"[3, 1, 4, 1, 3, 2, 2, 4, 4, 4, 4, 4, 2, 1]","Sunscreen, Booster","Hydrating, Protective","Panthenol, Allantoin, Niacinamide, Water"
"[3, 3, 1, 4, 4, 3, 4, 1, 1, 4, 1, 2, 2, 3]","Booster, Essence","Balancing, Custom Care","Panthenol, Allantoin, Ceramide, Cica"
"[3, 2, 2, 1, 1, 4, 3, 2, 1, 1, 1, 2, 3, 3]","Sunscreen, Spot Treatment","Hydrating, Balanced Hydration","Panthenol, Allantoin, Niacinamide, Cica"
"[2, 2, 4, 2, 4, 2, 1, 4, 3, 1, 2, 4, 2, 4]","Booster, Sunscreen","Custom Care, Pore Care","Salicylic Acid, Panthenol, Niacinamide, Allantoin"
"[4, 4, 4, 3, 2, 3, 3, 1, 4, 1, 1, 2, 2, 4]","Serum, Sunscreen","Balancing, UV Protection","Panthenol, Allantoin, Cica, Glycol"
"[2, 4, 2, 3, 4, 4, 4, 4, 4, 2, 1, 4, 1, 3]","Sunscreen, Booster","Custom Care, Protective","Niacinamide, Panthenol, Allantoin, Salicylic Acid"
"[2, 2, 4, 4, 3, 2, 3, 4, 1, 2, 3, 4, 2, 2]","Sunscreen, Serum","Protective, Pore Care","Niacinamide, Salicylic Acid, Panthenol, Ceramide"
"[2, 4, 2, 4, 4, 2, 3, 3, 2, 2, 3, 4, 1, 2]","Sunscreen, Cleanser","Pore Care, Oil Control","Niacinamide, Salicylic Acid, Allantoin, Panthenol"
"[2, 4, 4, 3, 1, 3, 3, 3, 3, 2, 2, 3, 3, 2]","Sunscreen, Mask","Balanced, Pore Care","Niacinamide, Allantoin, Salicylic Acid, Retinol"
"[2, 4, 1, 1, 4, 4, 2, 4, 4, 1, 4, 1, 4, 4]","Sunscreen, Booster","Acne Free, Custom Care","Panthenol, Salicylic Acid, Niacinamide, Allantoin"
"[2, 4, 3, 2, 3, 3, 1, 3, 3, 4, 2, 2, 3, 3]","Sunscreen, Cleanser","Protective, Pore Care","Niacinamide, Salicylic Acid, Cica, Bakuchiol"
"[3, 2, 3, 2, 3, 3, 1, 3, 4, 4, 4, 2, 4, 1]","Sunscreen, Essence","Acne Prevention, Protective","Allantoin, Niacinamide, Ceramide, Water"
"[2, 4, 2, 3, 4, 1, 4, 1, 2, 4, 2, 4, 3, 2]","Sunscreen, Cleanser","Pore Care, Custom Care","Allantoin, Niacinamide, Salicylic Acid, Water"
"[1, 1, 3, 2, 1, 4, 4, 1, 1, 3, 1, 1, 4, 2]","Calming Mask, Sunscreen","Hydrating, Calming","Allantoin, Cica, Niacinamide, Panthenol"
"[4, 2, 1, 2, 1, 3, 2, 3, 2, 4, 2, 2, 1, 1]","Cleanser, Sunscreen","Acne Free, Oil Control","Salicylic Acid, Niacinamide, Cica, Allantoin"
"[1, 4, 1, 3, 4, 1, 3, 2, 3, 1, 2, 2, 1, 1]","Sunscreen, Serum","Hydrating, Custom Care","Allantoin, Panthenol, Glycerin, Ceramide"
"[1, 3, 3, 1, 1, 2, 1, 2, 3, 4, 2, 2, 3, 3]","Moisturizer, Serum","Hydrating, Balanced","Glycerin, Allantoin, Cica, Panthenol"
"[1, 4, 1, 1, 4, 3, 4, 3, 4, 1, 3, 1, 4, 1]","Sunscreen, Moisturizer","Hydrating, Acne Free","Niacinamide, Glycerin, Ceramide, Salicylic Acid"
"[2, 1, 4, 3, 1, 4, 3, 1, 2, 1, 2, 1, 3, 2]","Sunscreen, Cleanser","Pore Care, Calming","Allantoin, Niacinamide, Salicylic Acid, Cica"
"[1, 2, 4, 2, 2, 1, 4, 4, 1, 2, 4, 1, 3, 1]","Moisturizer, Sunscreen","Hydrating, Custom Care","Ceramide, Salicylic Acid, Niacinamide, Panthenol"
"[2, 2, 1, 2, 3, 1, 1, 3, 1, 4, 1, 1, 2, 2]","Sunscreen, Cleanser","Pore Care, Acne Free","Salicylic Acid, Niacinamide, Allantoin, Glycerin"
"[1, 1, 2, 2, 4, 4, 2, 2, 2, 4, 1, 2, 4, 2]","Cleanser, Toner","Acne Free, Oil Control","Panthenol, Niacinamide, Salicylic Acid, Cica"
"[3, 1, 4, 3, 2, 2, 4, 4, 3, 4, 4, 2, 4, 4]","Sunscreen, Serum","Balancing, Custom Care","Panthenol, Allantoin, Water, Niacinamide"
"[4, 1, 2, 2, 3, 3, 4, 2, 4, 2, 1, 4, 1, 1]","Sunscreen, Serum","Protective, Balancing","Niacinamide, Panthenol, Allantoin, Ceramide"
"[4, 1, 4, 2, 2, 2, 3, 1, 4, 1, 2, 1, 3, 2]","Sunscreen, Serum","Oil Control, Soothing","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[1, 3, 3, 3, 4, 1, 2, 3, 4, 3, 1, 4, 3, 4]","Sunscreen, Moisturizer","Balanced, Balancing","Allantoin, Water, Panthenol, Cica"
"[3, 1, 2, 2, 2, 4, 3, 4, 3, 3, 4, 2, 1, 4]","Serum, Booster","Custom Care, Balancing","Panthenol, Allantoin, Niacinamide, Retinol"
"[2, 2, 1, 2, 4, 2, 3, 3, 2, 1, 1, 4, 3, 3]","Sunscreen, Cleanser","Oil Control, Pore Care","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[2, 4, 2, 1, 3, 1, 2, 4, 3, 1, 1, 4, 2, 4]","Sunscreen, Cleanser","Pore Care, Acne Free","Panthenol, Niacinamide, Salicylic Acid, Allantoin"
"[4, 2, 3, 4, 4, 4, 2, 4, 1, 1, 2, 3, 3, 1]","Serum, Booster","Custom Care, Balancing","Panthenol, Ceramide, Glycol, Salicylic Acid"
"[2, 4, 1, 1, 2, 1, 3, 2, 3, 4, 2, 4, 3, 1]","Sunscreen, Serum","Soothing, Pore Care","Salicylic Acid, Niacinamide, Panthenol, Allantoin"
"[2, 2, 3, 3, 4, 4, 1, 1, 3, 4, 4, 3, 3, 2]","Sunscreen, Booster","Custom Care, Pore Care","Niacinamide, Allantoin, Panthenol, Salicylic Acid"
"[2, 2, 3, 4, 4, 3, 1, 1, 3, 3, 2, 1, 1, 2]","Serum, Cleanser","Pore Care, Custom Care","Allantoin, Salicylic Acid, Cica, Niacinamide"
"[4, 3, 1, 3, 1, 4, 2, 3, 1, 2, 4, 4, 1, 3]","Sunscreen, Moisturizer","Balancing, Protective","Allantoin, Panthenol, Niacinamide, Salicylic Acid"
"[3, 2, 2, 1, 4, 4, 4, 3, 4, 3, 2, 1, 4, 3]","Sunscreen, Booster","Custom Care, Acne Free","Allantoin, Niacinamide, Panthenol, Water"
"[2, 2, 2, 2, 4, 3, 2, 1, 1, 1, 1, 2, 2, 1]","Cleanser, Spot Treatment","Pore Care, Acne Free","Salicylic Acid, Panthenol, Niacinamide, Ceramide"
"[1, 4, 4, 4, 4, 4, 3, 2, 1, 2, 2, 3, 1, 3]","Serum, Sunscreen","Hydrating, Custom Care","Niacinamide, Panthenol, Ceramide, Glycerin"
"[1, 1, 1, 4, 2, 2, 2, 2, 2, 4, 2, 4, 4, 1]","Sunscreen, Serum","Soothing, Hydrating","Ceramide, Niacinamide, Salicylic Acid, Panthenol"
"[2, 4, 3, 4, 1, 1, 2, 4, 3, 3, 1, 3, 1, 1]","Serum, Calming Mask","Pore Care, Calming","Cica, Allantoin, Salicylic Acid, Niacinamide"
"[4, 3, 3, 3, 3, 4, 1, 2, 1, 4, 4, 1, 3, 1]","Moisturizer, Serum","Balancing, Balanced","Panthenol, Niacinamide, Glycerin, Ceramide"
"[2, 4, 1, 2, 4, 1, 4, 4, 3, 2, 1, 2, 3, 4]","Sunscreen, Booster","Custom Care, Pore Care","Panthenol, Niacinamide, Salicylic Acid, Glycol"
"[2, 1, 1, 3, 2, 2, 2, 3, 4, 4, 3, 3, 4, 1]","Sunscreen, Cleanser","Balanced, Pore Care","Niacinamide, Salicylic Acid, Allantoin, Water"
"[3, 3, 3, 3, 4, 2, 4, 4, 1, 3, 2, 1, 3, 3]","Sunscreen, Booster","Custom Care, Balanced","Allantoin, Niacinamide, Panthenol, Water"
"[2, 3, 2, 3, 3, 1, 1, 2, 1, 2, 1, 3, 3, 2]","Sunscreen, Moisturizer","Balanced, Protective","Niacinamide, Allantoin, Water, Glycerin"
"[1, 1, 1, 4, 3, 3, 1, 4, 2, 2, 1, 1, 1, 2]","Sunscreen, Moisturizer","Protective, Acne Free","Niacinamide, Ceramide, Salicylic Acid, Panthenol"
"[3, 1, 2, 1, 3, 2, 2, 2, 3, 4, 3, 4, 1, 1]","Sunscreen, Serum","Acne Free, Hydrating","Niacinamide, Allantoin, Glycerin, Panthenol"
"[3, 4, 3, 4, 1, 2, 1, 1, 3, 3, 1, 1, 2, 1]","Serum, Calming Mask","Balancing, Calming","Allantoin, Cica, Niacinamide, Panthenol"
"[1, 4, 1, 3, 2, 2, 4, 3, 1, 1, 1, 2, 1, 2]","Sunscreen, Moisturizer","Hydrating, Pore Care","Allantoin, Panthenol, Niacinamide, Cica"
"[2, 4, 3, 4, 1, 2, 1, 1, 2, 3, 2, 4, 1, 1]","Calming Mask, Sunscreen","Calming, Pore Care","Allantoin, Niacinamide, Cica, Salicylic Acid"
"[1, 4, 4, 1, 3, 2, 2, 2, 2, 1, 3, 2, 1, 3]","Sunscreen, Mask","Hydrating, Protective","Niacinamide, Salicylic Acid, Panthenol, Glycerin"
"[3, 3, 1, 4, 4, 2, 3, 2, 1, 3, 1, 3, 2, 4]","Sunscreen, Serum","Balancing, Balanced","Panthenol, Allantoin, Ceramide, Niacinamide"
"[3, 4, 2, 4, 1, 3, 4, 4, 1, 4, 3, 4, 4, 1]","Sunscreen, Essence","Protective, Custom Care","Allantoin, Ceramide, Niacinamide, Panthenol"
"[1, 4, 3, 2, 2, 3, 3, 2, 4, 3, 2, 4, 4, 3]","Sunscreen, Serum","Soothing, Protective","Allantoin, Niacinamide, Ceramide, Salicylic Acid"
"[4, 1, 3, 2, 3, 4, 3, 3, 2, 1, 1, 4, 3, 1]","Sunscreen, Serum","Oil Control, Protective","Niacinamide, Panthenol, Cica, Salicylic Acid"
"[4, 2, 3, 1, 2, 1, 1, 2, 2, 3, 2, 2, 4, 1]","Serum, Sunscreen","Soothing, Acne Prevention","Panthenol, Allantoin, Glycerin, Salicylic Acid"
"[3, 3, 1, 3, 2, 4, 3, 4, 4, 3, 1, 4, 4, 2]","Sunscreen, Serum","Balanced Hydration, Custom Care","Allantoin, Panthenol, Water, Salicylic Acid"
"[1, 3, 4, 2, 4, 2, 4, 3, 3, 1, 3, 2, 3, 1]","Sunscreen, Moisturizer","Balanced, Custom Care","Niacinamide, Panthenol, Glycerin, Ceramide"
"[3, 4, 4, 1, 1, 4, 2, 4, 3, 2, 2, 1, 1, 3]","Essence, Mask","Custom Care, Calming","Allantoin, Niacinamide, Salicylic Acid, Panthenol"
"[4, 2, 2, 3, 1, 4, 1, 4, 2, 3, 3, 4, 2, 1]","Sunscreen, Booster","Balancing, Custom Care","Panthenol, Allantoin, Niacinamide, Glycol"
"[3, 3, 4, 1, 3, 3, 3, 1, 3, 3, 4, 2, 4, 3]","Sunscreen, Essence","Protective, Minimal Care","Allantoin, Panthenol, Niacinamide, Ceramide"
"[1, 3, 4, 1, 1, 2, 4, 2, 3, 4, 2, 2, 2, 3]","Moisturizer, Sunscreen","Hydrating, Custom Care","Panthenol, Allantoin, Glycerin, Cica"
"[2, 1, 2, 4, 1, 1, 4, 2, 1, 2, 1, 1, 4, 4]","Serum, Sunscreen","Pore Care, Acne Free","Niacinamide, Panthenol, Allantoin, Salicylic Acid"
"[3, 2, 3, 2, 4, 2, 4, 4, 4, 3, 1, 1, 3, 2]","Sunscreen, Booster","Custom Care, Balanced Hydration","Allantoin, Niacinamide, Panthenol, Salicylic Acid"
"[3, 1, 2, 4, 2, 2, 1, 2, 1, 4, 4, 4, 1, 3]","Serum, Sunscreen","Balancing, Soothing","Niacinamide, Panthenol, Allantoin, Ceramide"
"[1, 3, 1, 4, 2, 2, 3, 4, 3, 1, 2, 1, 2, 3]","Sunscreen, Serum","Acne Free, Balancing","Panthenol, Allantoin, Niacinamide, Ceramide"
"[1, 3, 2, 3, 2, 3, 4, 1, 2, 2, 3, 3, 3, 1]","Sunscreen, Moisturizer","Balanced, Hydrating","Niacinamide, Ceramide, Allantoin, Glycerin"
"[4, 3, 2, 2, 3, 2, 3, 3, 2, 3, 1, 4, 2, 2]","Sunscreen, Serum","Oil Control, Balancing","Niacinamide, Allantoin, Panthenol, Salicylic Acid"
"[4, 1, 4, 4, 3, 1, 4, 3, 2, 3, 3, 4, 2, 3]","Sunscreen, Serum","Balancing, Protective","Niacinamide, Panthenol, Allantoin, Salicylic Acid"
"[2, 2, 1, 4, 1, 4, 3, 4, 1, 1, 2, 3, 4, 4]","Sunscreen, Serum","Pore Care, Balancing","Panthenol, Allantoin, Salicylic Acid, Niacinamide"
"[1, 4, 4, 1, 2, 3, 1, 2, 4, 4, 3, 1, 3, 2]","Sunscreen, Moisturizer","Hydrating, Soothing","Niacinamide, Glycerin, Salicylic Acid, Panthenol"
"[3, 1, 4, 3, 4, 2, 1, 3, 3, 2, 3, 4, 2, 2]","Sunscreen, Booster","Balanced Hydration, Balancing","Niacinamide, Allantoin, Water, Panthenol"
"[4, 4, 2, 1, 1, 2, 3, 2, 2, 1, 2, 4, 2, 4]","Serum, Sunscreen","Balancing, Oil Control","Panthenol, Niacinamide, Allantoin, Glycol"
"[2, 3, 3, 2, 4, 4, 1, 4, 2, 4, 3, 2, 4, 1]","Cleanser, Moisturizer","Custom Care, Balanced","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[3, 2, 2, 1, 3, 4, 4, 3, 2, 3, 2, 4, 3, 4]","Sunscreen, Essence","Protective, Custom Care","Niacinamide, Allantoin, Panthenol, Salicylic Acid"
"[3, 2, 3, 4, 1, 1, 1, 1, 1, 2, 3, 3, 1, 1]","Sunscreen, Calming Mask","Calming, Hydrating","Allantoin, Cica, Ceramide, Glycerin"
"[4, 1, 3, 4, 2, 1, 1, 3, 2, 1, 2, 3, 1, 1]","Serum, Sunscreen","Balancing, Soothing","Niacinamide, Allantoin, Panthenol, Cica"
"[3, 4, 4, 2, 1, 4, 1, 4, 2, 4, 2, 1, 1, 2]","Cleanser, Essence","Balanced Hydration, Oil Control","Allantoin, Salicylic Acid, Niacinamide, Cica"
"[1, 2, 1, 3, 1, 3, 2, 3, 3, 2, 2, 4, 1, 2]","Sunscreen, Calming Mask","Protective, Acne Free","Allantoin, Salicylic Acid, Ceramide, Cica"
"[1, 2, 2, 3, 4, 4, 2, 4, 3, 1, 3, 3, 2, 3]","Sunscreen, Booster","Custom Care, Acne Free","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[3, 2, 4, 2, 1, 1, 3, 2, 3, 3, 3, 4, 2, 4]","Sunscreen, Serum","Balancing, Balanced Hydration","Allantoin, Salicylic Acid, Panthenol, Water"
"[4, 3, 1, 1, 4, 2, 2, 1, 3, 3, 1, 3, 3, 2]","Sunscreen, Serum","Balanced, Acne Free","Panthenol, Allantoin, Niacinamide, Salicylic Acid"
